sourceid,redshift,AGN,LyA,HeII,CIV,CIII],NIV],OIII],MgII,OPT_OII,OPT_O3,OPT_Hb,OPT_4363,Continuum_detected,comment_lin,comment_secondary,plots,JADES_seds
1014652,6.04989,No,No,No,No,No,No,No,No,No,No,No,No,No,,"noisy, need to look into the reduction",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1014652.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1014652_EAZY_SED.png
1015254,5.133,,,,,,,,,,,,,,,,,
1015431,3.875,,,,,,,,,,,,,,,,,
1017807,5.19021,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],CIII + O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1017807.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1017807_EAZY_SED.png
1017999,5.85841,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,"LyA, CIII], CIV]",Lya CIV OIII CIII,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1017999.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1017999_EAZY_SED.png
1018491,4.85793,No,No,No,No,No,No,No,No,No,No,No,No,No,,a lot of contaminations? no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1018491.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1018491_EAZY_SED.png
1018533,6.666893515,No,No,No,No,No,No,No,No,No,No,No,No,Yes,stellar absorption,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1018533.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1018533_EAZY_SED.png
1018536,6.80923,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,"LyA, CIII], CIV","Lya CIV, OII] , CIII], O2",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1018536.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1018536_EAZY_SED.png
1018640,6.56345,No,Yes,No,No,No,No,No,No,No,No,No,No,No,LyA,"Lya, NeV?",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1018640.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1018640_EAZY_SED.png
1018651,5.2677,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1018651.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1018651_EAZY_SED.png
1018865,7.07387,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line (galaxy not in slit?) contamination from low redshift,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1018865.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1018865_EAZY_SED.png
1018899,7.018,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line (galaxy not in slit?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1018899.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1018899_EAZY_SED.png
1018968,7.022452277,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Yes,"good continuum, LyA",bright dotter Lya weak (potential damping wind and high neutral H at 7) CIV,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1018968.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1018968_EAZY_SED.png
1019005,4.47878,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,"CIII], optical lines",C3+Hb+O3+4363? (contamination at the lower edge of the slit?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1019005.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1019005_EAZY_SED.png
1019186,6.71098,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,"LyA, CIII], OIII]",Lya + CIV + HeII + OIII] + CIII],https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1019186.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1019186_EAZY_SED.png
1019532,4.91602,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,"CIV, CIII]",C3+O2+Ne3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1019532.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1019532_EAZY_SED.png
1020072,6.72826,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,OII no UV emission (interesting?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020072.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020072_EAZY_SED.png
1020127,3.92489,No,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,"CIII], MgII, optical lines",OIII] CIII] CII+ optical + 4363 (very interesting),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020127.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020127_EAZY_SED.png
1020402,6.55663,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,,CIV + HeII  + OIII] redshift a bit off,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020402.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020402_EAZY_SED.png
1020485,5.273,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,,AGN only Lya (LRD?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020485.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020485_EAZY_SED.png
1020514,5.36,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,"Strong LyA, NIV, CIV, OIII, CIII], HeII, optical lines","LRD, nice spectra many many UV lines including CIV (UV diagnostics)",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020514.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020514_EAZY_SED.png
1020621,4.68123,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,"LyA, CIV, CIII], optical lines","AGN CIV, HeII, OIII] CIII, Delta, 4363",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020621.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020621_EAZY_SED.png
1020630,6.7,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,LyA,"Lya, CIII]",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020630.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020630_EAZY_SED.png
1020713,4.887508404,No,No,No,No,No,No,No,No,No,Yes,No,No,No,,O3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020713.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020713_EAZY_SED.png
1020803,6.69866,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,"LyA, CIII]",Lya,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020803.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020803_EAZY_SED.png
1020827,5.29962,No,No,Yes,No,No,No,No,No,No,No,No,No,No,He II,HeII (very interesting) why no other metal lines?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020827.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020827_EAZY_SED.png
1020921,3.93647,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Hb+O3,Hb+O3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1020921.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1020921_EAZY_SED.png
1021201,6.590498931,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,"LyA, CIII]",week Lya CIII (not in slit),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1021201.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1021201_EAZY_SED.png
1021248,5.480016286,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1021248.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1021248_EAZY_SED.png
1021967,4.61573,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1021967.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1021967_EAZY_SED.png
1022395,7.0307,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,,HeII?+CIII?+weak Lya,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1022395.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1022395_EAZY_SED.png
1022482,4.323084627,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,"OIII], CIII], optical lines, weird uv continuum shape",OIII]+CIII]+many optical emission line 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1022482.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1022482_EAZY_SED.png
1022793,6.73376,No,No,No,No,No,No,No,No,No,No,No,No,No,,"noisy, need to look into the reduction",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1022793.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1022793_EAZY_SED.png
1022966,4.533297114,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,"CIII], optical lines",CIII O2 etc,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1022966.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1022966_EAZY_SED.png
1022983,4.85635,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,LyA,Lya (2nd) O2 O3 Hb,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1022983.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1022983_EAZY_SED.png
1023340,5.19377,No,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,"CIV, optical lines",CIV + CIII + HeII a bit misaligned? O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1023340.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1023340_EAZY_SED.png
1023355,5.587,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,"CIV, HeII, OIII], CIII]",full set of UV emission line w/o NIV] and Lya!!! O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1023355.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1023355_EAZY_SED.png
1025485,5.10384,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,CIII],C3+O2,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1025485.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1025485_EAZY_SED.png
1026481,4.08992,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1026481.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1026481_EAZY_SED.png
1026671,5.18291,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line (not in the slit?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1026671.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1026671_EAZY_SED.png
1026832,7.64158,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,"LyA, CIII]",Lya CIII],https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1026832.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1026832_EAZY_SED.png
1027643,4.40098,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,optical lines,O2 — 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1027643.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1027643_EAZY_SED.png
1027776,5.79773,No,Yes,No,No,No,No,No,No,No,No,No,No,No,LyA,weak Lya,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1027776.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1027776_EAZY_SED.png
1027827,4.40079,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2 etc,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1027827.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1027827_EAZY_SED.png
1028229,4.402586935,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,O2 etc,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1028229.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1028229_EAZY_SED.png
1028329,4.4161,No,No,No,No,No,No,No,No,No,No,No,Yes,No,optical lines,many optical emission w/o 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1028329.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1028329_EAZY_SED.png
1028352,4.40711,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,many optical emission w/o 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1028352.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1028352_EAZY_SED.png
1028537,5.124178029,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1028537.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1028537_EAZY_SED.png
1028761,6.75797,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,"continuum, stellar absorption",strong continue (absorption lines) NIV]?,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1028761.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1028761_EAZY_SED.png
1029154,4.17,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,optical lines,LRD Hb+O3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1029154.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1029154_EAZY_SED.png
1029164,4.405909588,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line (not in the slit?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1029164.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1029164_EAZY_SED.png
1029764,4.170070479,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,No,CIII],C3+MgII + O3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1029764.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1029764_EAZY_SED.png
1029889,4.473230597,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1029889.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1029889_EAZY_SED.png
1030056,4.42793,No,No,No,No,No,No,No,No,No,No,No,No,No,,no emission line (not in the slit?),https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1030056.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1030056_EAZY_SED.png
1030132,5.14272,No,Yes,No,No,No,No,No,No,No,No,No,No,No,"goo continuum, unclear lines",Lya (2nd) no other emission,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1030132.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1030132_EAZY_SED.png
1030362,4.07904,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,,O2+O3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1030362.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1030362_EAZY_SED.png
1033152,4.85870925,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,"CIII], optical lines",C3+optical emission w/o 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1033152.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1033152_EAZY_SED.png
1033320,4.478,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,CIII],C3 + O2 — 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1033320.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1033320_EAZY_SED.png
1033333,4.38535,No,No,No,No,No,No,No,No,No,No,No,No,No,,a few emission lines not aligning with the redshift,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1033333.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1033333_EAZY_SED.png
1033394,5.27573,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,"LyA, CIV, CIII]",Lya + C4 + O3+ C3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1033394.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1033394_EAZY_SED.png
1033813,6.00529,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,"strong LyA, CIV, CIII], some unclear lines",Lya + C4 + C3,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1033813.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1033813_EAZY_SED.png
1033818,5.29843,No,No,No,No,No,No,No,No,No,No,No,No,No,,no strong emission,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1033818.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1033818_EAZY_SED.png
1034159,4.822859,No,No,No,No,No,No,No,No,No,No,No,No,No,,no strong emission,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1034159.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1034159_EAZY_SED.png
1034620,5.19,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,"LyA, CIII], MgII, NII], optical lines","LRD Lya OIII], CIII], O1 — HeII4686 nice spectra (CIV need to re-reduced)",https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1034620.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1034620_EAZY_SED.png
1034762,7.040499345,No,No,No,No,Yes,No,No,No,No,No,No,No,No,"continuum, CIII]",weak CIII] no other lines,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1034762.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1034762_EAZY_SED.png
1035188,4.532571384,No,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,"CIII], optical lines",CIII + O2 to 4363,https://fenrir.as.arizona.edu/diver/DIVER/grating_plots/spectrum_plot_1035188.png,https://jades.idies.jhu.edu/goods-n/goodsn_eazy_seds_v10e1/1035188_EAZY_SED.png
